time,equity,capital,dd,trades,wr
2026-08-23T08:35:32.374401,100794.95,100794.95,0.0032,134,54.5
2026-08-23T08:36:33.814378,100794.95,100794.95,0.0032,134,54.5
2026-08-23T08:37:35.052414,100794.95,100794.95,0.0031,134,54.5
2026-08-23T08:38:36.494025,100794.95,100794.95,0.0031,134,54.5
2026-08-23T08:39:37.735621,100794.95,100794.95,0.0031,134,54.5
2026-08-23T08:40:39.076196,100794.95,100794.95,0.0031,134,54.5
2026-08-23T08:41:40.405696,100794.95,100794.95,0.0030,134,54.5
2026-08-23T08:42:41.765145,100794.95,100794.95,0.0030,134,54.5
2026-08-23T08:43:43.082121,100794.95,100794.95,0.0030,134,54.5
2026-08-23T08:44:44.427586,100794.95,100794.95,0.0030,134,54.5
2026-08-23T08:45:45.665210,100794.95,100794.95,0.0030,134,54.5
2026-08-23T08:46:47.102202,100794.95,100794.95,0.0030,134,54.5
2026-08-23T08:47:48.436527,100794.95,100794.95,0.0031,134,54.5
2026-08-23T08:48:49.776108,100794.95,100794.95,0.0031,134,54.5
2026-08-23T08:49:52.138312,100794.95,100794.95,0.0031,134,54.5
2026-08-23T08:50:53.376874,100794.95,100794.95,0.0031,134,54.5
2026-08-23T08:51:54.713210,100794.95,100794.95,0.0031,134,54.5
2026-08-23T08:52:56.058369,100794.95,100794.95,0.0031,134,54.5
2026-08-23T08:54:01.161742,100841.05,100841.05,0.0031,136,55.1
2026-08-23T08:55:02.436739,100841.05,100841.05,0.0031,136,55.1
2026-08-23T08:56:03.648711,100841.05,100841.05,0.0031,136,55.1
2026-08-23T08:57:05.050475,100841.05,100841.05,0.0031,136,55.1
2026-08-23T08:58:06.225276,100841.05,100841.05,0.0032,136,55.1
2026-08-23T08:59:08.381529,100841.05,100841.05,0.0031,136,55.1
2026-08-23T09:00:09.622361,100841.05,100841.05,0.0031,136,55.1
2026-08-23T09:01:10.938190,100841.05,100841.05,0.0032,136,55.1
2026-08-23T09:02:12.304959,100841.05,100841.05,0.0031,136,55.1
2026-08-23T09:03:13.736675,100841.05,100841.05,0.0031,136,55.1
2026-08-23T09:04:15.178241,100841.05,100841.05,0.0031,136,55.1
2026-08-23T09:05:17.339754,100841.05,100841.05,0.0031,136,55.1
2026-08-23T09:06:18.609210,100841.05,100841.05,0.0031,136,55.1
